사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-09,경강선,246,부발,2,0,707,37,"1,476","1,254","3,283","2,709","3,030","5,245","2,045","1,453","1,619","1,314","1,840","1,354","2,359","1,450","1,836","1,608","2,184","1,346","2,666","1,505","2,940","1,812","4,658","2,666","4,953","2,954","1,959","3,654","1,765","2,329","1,236","2,504",587,"1,825",249,"1,597",8,717,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,247,세종대왕릉,0,0,151,6,369,83,689,507,549,562,413,340,367,314,349,416,347,466,359,314,423,459,436,400,507,425,588,512,577,456,279,556,129,365,71,303,37,151,9,168,3,55,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,248,여주,5,0,847,4,"2,216",423,"3,687","1,974","3,137","2,257","2,169","2,370","2,135","1,881","2,155","2,474","2,194","2,918","2,473","2,559","2,904","2,468","3,177","2,367","3,516","3,026","3,264","3,155","2,432","3,404","2,426","4,716","1,498","3,049","1,034","1,641",449,"1,606",104,"1,548",0,616,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,385,방화,9,0,"4,158",6,"9,090","3,283","23,801","4,148","20,399","11,428","10,733","6,302","7,589","4,740","7,156","4,848","7,893","5,903","7,737","6,121","7,289","6,333","7,476","7,659","8,793","8,393","8,597","10,047","8,815","16,810","4,165","17,463","3,016","10,017","2,649","8,562","1,680","6,988",491,"3,974",0,770,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,386,개화산,4,0,"3,224",276,"5,765","4,557","16,890","4,564","15,493","9,542","7,960","4,975","5,443","4,321","5,186","4,185","5,594","4,598","5,592","4,579","5,323","4,989","5,580","5,911","6,560","6,327","7,941","7,250","9,022","12,184","4,259","12,745","2,815","6,842","2,324","6,147","1,673","5,255",424,"2,830",2,566,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,387,김포공항,3,0,318,"1,350","1,482","6,173","3,967","10,302","4,530","13,325","5,302","9,858","5,403","8,567","6,580","9,704","6,635","11,269","8,676","11,892","9,755","10,822","10,782","10,183","10,796","11,023","14,849","12,001","18,498","11,430","13,261","7,240","10,226","3,219","10,341","1,781","7,694",918,848,467,17,88,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,388,송정,23,0,"3,550","1,224","6,912","4,000","17,375","6,564","18,144","11,532","11,464","6,961","8,689","5,889","7,787","6,152","7,686","6,722","8,130","6,570","7,671","7,014","7,703","8,456","8,422","8,783","10,347","10,852","11,959","15,970","6,472","13,512","4,625","8,292","4,081","7,445","2,720","5,740","1,028","3,365",5,298,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,389,마곡,0,0,"1,846","1,535","5,362","4,248","17,696","8,988","17,322","30,328","9,364","20,468","7,655","9,107","7,426","6,848","7,082","7,032","7,921","8,424","8,803","7,972","10,244","7,776","12,967","8,698","17,854","9,742","25,420","16,003","11,451","13,358","6,988","6,855","5,578","5,727","3,624","4,956","1,260","2,782",11,331,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,390,발산,2,0,"2,867","2,154","7,527","13,251","20,901","26,157","22,014","81,244","13,432","42,536","12,395","19,345","14,547","16,941","16,292","17,982","17,153","19,401","19,283","18,083","24,344","16,981","29,511","18,165","43,950","21,660","61,638","32,538","29,539","25,338","20,516","12,865","21,163","10,292","13,436","7,204","4,272","4,083",5,639,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,391,우장산,5,0,"5,027",671,"16,906","3,704","45,642","12,950","45,256","17,694","22,554","11,394","15,471","9,991","15,071","10,760","15,474","11,481","16,349","13,797","15,058","14,680","17,676","16,809","17,412","19,785","17,173","24,206","16,055","44,699","9,385","36,332","6,903","19,398","5,925","16,409","4,359","13,660","1,215","7,575",5,448,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,392,화곡,55,0,"19,219","1,355","34,186","9,080","98,213","12,655","121,833","24,150","56,020","20,057","33,804","15,104","28,811","15,778","29,132","18,073","28,372","20,075","24,871","22,876","24,458","28,536","25,942","36,886","29,048","53,269","30,516","98,510","18,569","79,731","13,342","45,563","11,300","39,064","7,849","30,555","2,699","16,920",5,"1,036",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,393,까치산,64,0,"22,118","1,318","37,043","7,944","108,410","9,946","130,666","19,497","63,908","16,360","35,660","15,642","30,586","17,259","31,100","20,341","30,719","22,529","26,647","26,970","25,170","35,473","25,520","42,254","25,420","57,105","26,568","106,971","17,249","88,601","13,411","53,243","11,385","47,092","8,433","34,260","3,225","19,094",8,"1,105",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,394,신정(은행정),55,0,"10,526",663,"20,132","3,595","57,070","6,516","68,700","11,663","30,184","7,010","14,763","6,079","12,133","6,360","12,355","7,356","12,005","8,332","10,450","9,518","9,549","13,234","10,859","15,515","11,919","22,573","13,100","40,571","7,005","32,161","4,734","18,252","3,688","17,907","3,117","12,939",938,"8,278",1,121,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,395,목동,1,0,"7,222","1,102","17,612","5,463","50,762","11,604","60,009","25,188","27,608","18,301","17,365","12,773","16,410","11,884","16,717","12,967","16,741","16,093","16,175","15,970","16,511","19,485","17,981","24,886","21,515","36,692","24,551","68,017","13,380","49,623","10,765","26,006","10,184","22,824","9,112","17,325","2,518","9,440",1,167,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,396,오목교(목동운동장앞),1,0,"3,772","1,437","12,050","7,019","39,752","23,270","44,051","63,563","22,312","48,728","16,172","25,332","17,488","22,917","20,106","22,795","20,658","25,413","22,018","25,106","25,185","25,173","29,781","28,752","38,711","39,332","58,540","62,401","32,377","42,665","32,855","19,473","23,157","16,935","17,568","12,789","4,592","7,627",0,75,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,397,양평,0,0,"1,652",782,"5,372","3,398","17,911","7,911","19,810","33,209","8,396","13,988","5,404","5,859","5,218","4,355","5,670","4,215","5,871","4,924","5,774","4,905","6,328","5,619","7,370","6,176","12,838","9,361","28,066","17,932","9,035","13,124","4,952","6,519","4,102","6,383","2,665","4,791",933,"2,859",0,35,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,398,영등포구청,4,0,892,431,"1,710","1,847","6,122","4,785","8,863","19,085","4,145","9,026","3,012","4,084","3,344","3,286","3,247","3,138","3,676","3,650","3,669","3,412","4,283","3,554","4,891","3,594","7,668","5,058","16,444","8,635","6,383","5,472","3,398","3,076","3,072","2,759","1,934","1,898",806,"1,217",0,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,399,영등포시장,4,0,"2,098",903,"4,681","4,974","14,739","11,554","19,905","31,361","9,806","16,609","6,994","10,370","7,708","9,265","8,421","9,037","9,291","10,528","9,273","9,881","10,684","9,928","12,688","9,495","18,002","12,411","28,182","20,130","12,514","12,775","8,040","7,402","6,786","6,830","4,563","5,118","1,493","2,989",1,26,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,400,신길,61,1,"1,470",472,"2,883","2,082","10,176","4,137","14,210","12,711","5,552","6,403","2,717","2,104","2,484","2,142","2,812","2,464","2,991","2,737","2,720","2,759","2,889","3,139","3,518","3,791","5,419","6,856","11,135","12,821","4,293","7,935","2,421","5,212","2,502","5,249","1,641","3,779",727,"2,252",0,61,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,401,여의도,3,0,"1,756","2,057","3,416","21,169","7,276","112,468","10,764","170,574","9,025","61,937","8,711","19,354","12,593","16,481","12,059","15,772","15,144","17,026","17,974","13,900","24,106","12,682","32,983","12,863","99,057","15,912","135,308","20,954","48,042","11,771","31,637","6,486","27,816","5,479","14,252","3,745","3,721","2,112",2,"1,563",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,402,여의나루,6,0,927,"1,076","2,220","6,704","4,010","24,279","5,852","44,588","3,614","11,529","2,884","4,237","4,043","4,602","4,004","4,706","4,376","6,478","6,057","7,608","8,322","7,964","11,366","8,563","22,828","10,194","39,018","12,083","17,080","9,476","12,893","6,173","12,680","4,544","10,583","2,632","3,848","1,345",4,305,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,403,마포,19,0,"2,047","1,387","6,575","8,198","19,934","21,431","25,828","62,787","13,610","31,689","9,746","13,876","10,075","11,600","10,838","10,702","12,642","11,404","12,775","10,664","14,352","11,253","17,418","12,820","29,063","18,472","51,685","31,360","20,407","20,003","14,455","10,389","15,045","8,337","8,651","6,221","2,831","3,733",3,579,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,404,공덕,7,0,"1,658",799,"4,517","5,790","16,166","27,125","21,328","68,811","10,825","37,402","7,945","12,476","9,635","10,430","10,561","10,130","11,662","10,763","11,971","10,512","13,433","10,749","17,586","11,865","31,039","18,067","56,496","31,268","22,849","17,920","15,649","8,658","14,606","7,527","8,660","5,464","3,345","3,560",13,312,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,405,애오개,3,0,"1,981",624,"4,460","3,103","14,818","8,307","18,679","25,916","9,319","10,281","6,256","5,111","6,133","4,727","6,062","4,984","6,696","5,769","6,977","5,924","8,067","6,651","7,532","6,861","10,761","9,958","20,910","16,943","6,957","11,344","4,617","6,495","3,762","6,298","2,667","4,592",855,"2,650",0,"1,148",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,406,충정로(경기대입구),19,0,923,227,"1,974","1,392","5,252","7,469","6,995","28,626","3,746","14,992","2,853","3,438","3,021","2,913","3,543","2,626","3,724","3,298","4,045","2,929","4,212","3,071","4,980","3,334","11,267","4,456","25,623","6,663","7,105","4,849","3,918","3,170","3,369","3,021","1,941","2,319",677,"1,533",3,126,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,407,서대문,3,0,"2,505","1,145","4,972","11,651","13,919","49,547","17,892","120,299","13,123","35,628","11,067","14,409","12,432","10,934","12,564","10,706","11,944","14,152","14,897","11,581","17,915","10,409","25,271","9,743","42,687","13,573","90,969","17,916","26,324","11,304","17,462","7,355","14,113","6,680","8,138","4,933","2,394","3,022",3,280,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,408,광화문(세종문화회관),4,0,811,608,"2,757","20,079","7,388","68,672","10,743","206,326","9,465","84,909","9,474","30,677","13,437","25,888","16,097","22,752","20,215","25,509","24,145","21,468","29,993","18,881","40,770","17,725","79,547","20,241","163,241","23,436","61,185","13,078","40,066","5,821","37,774","4,553","19,495","2,754","5,387","1,976",1,142,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,409,종로3가,21,0,788,421,"1,620","4,828","2,495","12,223","3,293","33,038","3,327","26,379","4,472","19,686","7,254","18,733","9,664","17,777","11,370","18,537","13,665","17,418","15,973","15,153","20,547","14,898","28,954","14,153","43,729","15,783","24,124","8,783","19,274","4,220","18,002","3,029","11,856","1,952","4,679","1,535",3,167,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,410,을지로4가,1,0,246,376,563,"4,753",964,"13,689","1,625","37,247","1,930","18,646","2,834","10,331","4,073","8,139","4,856","6,788","5,515","6,543","7,087","6,282","8,293","5,570","10,110","4,189","18,376","3,355","29,814","3,113","14,383","1,648","7,436",857,"5,678",874,"3,111",469,"1,145",309,0,22,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,411,동대문역사문화공원(DDP),0,0,152,270,568,"2,422",649,"8,087","1,219","26,390","1,026","9,288",991,"3,089","1,334","2,095","1,303","1,860","1,407","2,026","2,076","2,038","2,611","1,763","3,405","1,685","8,753","1,879","17,215","1,709","7,567","1,131","3,543",733,"2,659",691,"1,887",504,520,341,1,27,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,412,청구,0,0,"1,280",261,"2,695","1,713","5,887","3,842","8,637","13,914","5,249","6,786","3,814","3,344","3,704","2,956","4,177","3,453","4,377","3,424","4,373","3,316","4,500","3,813","5,506","4,298","7,099","5,792","11,958","8,991","7,205","6,252","4,231","3,788","3,512","3,559","2,275","3,010",886,"1,926",3,105,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,413,신금호,15,0,"2,640",328,"5,924","2,438","18,027","7,545","22,425","10,421","11,470","5,611","6,813","4,415","5,800","4,599","6,161","5,155","6,378","5,549","6,068","5,749","6,012","7,310","8,313","8,569","7,886","12,609","8,411","20,913","5,756","14,724","3,900","8,377","3,158","7,529","1,834","5,460",722,"3,549",2,283,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,414,행당,8,0,"3,424",658,"9,371","2,406","26,084","4,651","35,407","8,102","16,226","5,563","9,795","4,539","8,359","4,938","8,357","5,897","8,301","6,492","7,541","6,847","7,853","8,214","7,602","10,308","8,013","14,894","8,525","27,077","5,109","18,654","3,922","10,158","3,363","9,716","2,688","7,249",731,"3,839",7,238,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,415,왕십리(성동구청),13,0,"1,726",416,"2,041","2,009","4,868","4,620","7,506","16,904","4,134","6,808","3,435","4,866","3,839","4,882","4,317","4,961","4,466","5,817","5,052","5,759","5,860","6,058","6,594","6,559","8,580","7,970","12,778","12,126","7,252","7,765","5,746","3,991","6,110","3,644","4,128","2,822","1,958","1,884",12,904,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,416,마장,1,0,"2,170",623,"4,990","3,245","13,464","6,491","17,919","13,324","9,413","7,043","6,642","5,501","6,327","5,492","6,584","5,562","6,122","5,519","6,519","5,860","6,852","6,455","7,360","6,652","8,679","8,702","10,723","14,169","6,188","10,370","4,184","5,998","3,491","5,425","2,457","4,197",871,"2,321",12,242,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,417,답십리,11,0,"8,608","1,150","15,883","7,029","47,997","13,174","62,724","31,522","27,725","14,562","15,200","10,011","13,363","9,770","14,311","10,952","14,838","11,735","14,109","12,339","14,392","15,298","16,027","17,968","21,021","26,493","29,107","49,275","15,054","34,807","9,437","18,829","8,080","17,470","5,200","13,242","1,794","7,736",29,853,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,418,장한평,11,0,"5,874","1,036","14,672","10,563","42,988","20,237","56,945","58,825","28,245","25,819","16,387","14,170","13,876","11,992","15,563","12,150","15,784","13,110","15,604","13,882","17,424","15,882","21,838","20,111","29,849","27,234","47,407","50,778","22,443","37,100","12,204","20,236","10,385","17,477","7,059","13,418","2,521","6,387",10,"1,090",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,419,군자(능동),51,0,"7,013",864,"10,118","5,128","28,741","6,879","40,549","19,052","17,828","13,280","9,640","7,622","9,413","7,817","10,091","9,040","10,207","10,302","9,668","10,733","9,791","12,876","11,751","15,224","14,818","23,441","19,193","40,422","12,011","30,080","9,163","15,990","8,778","14,684","6,397","11,631","2,588","7,466",4,"3,382",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,420,아차산(어린이대공원후문),0,0,"7,669","1,548","14,313","4,998","37,092","9,562","50,113","19,188","25,010","16,001","15,811","15,509","14,232","13,827","16,017","14,198","17,313","14,763","17,183","15,187","17,330","17,889","18,812","20,418","19,927","27,349","21,124","44,643","13,317","34,444","9,304","19,547","8,692","16,780","5,873","12,756","1,727","7,417",4,359,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,421,광나루(장신대),0,0,"4,655","1,677","13,288","7,695","31,586","13,330","37,690","24,386","21,418","15,094","13,179","13,047","11,982","10,732","12,801","11,130","14,196","11,390","14,174","11,750","15,025","12,465","18,286","15,106","19,580","19,460","24,939","31,828","12,840","22,527","8,412","14,776","7,488","12,542","5,856","9,683","1,575","5,953",1,158,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,422,천호(풍납토성),47,0,"6,715","1,377","10,106","11,478","23,372","16,147","27,622","30,280","17,334","30,985","16,204","20,512","18,625","20,226","20,765","21,059","21,222","22,861","22,582","23,152","26,207","24,466","28,839","27,615","34,501","33,610","41,200","46,562","29,602","33,832","29,190","18,085","20,715","16,528","13,751","11,846","5,068","6,840",1,479,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,423,강동,65,0,"10,295","1,193","19,045","10,511","50,064","23,714","60,903","42,399","31,648","22,437","19,478","13,358","17,841","12,755","18,807","13,532","18,735","15,720","18,259","15,430","19,426","17,842","21,309","21,038","31,866","28,570","41,109","45,376","18,721","38,352","11,760","22,147","9,807","21,083","6,898","16,660","2,356","11,243",5,"1,248",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,424,길동,6,0,"4,337",424,"7,566","2,895","18,913","5,234","23,369","15,425","11,193","10,042","8,516","7,011","8,282","7,404","8,866","7,217","9,143","8,213","8,598","8,775","8,730","10,346","9,560","12,645","10,929","14,105","13,767","22,682","6,898","18,007","5,009","10,498","4,479","7,870","2,675","5,938",905,"3,797",7,527,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,425,굽은다리(강동구민회관앞),0,0,"5,760",422,"10,880","2,408","31,239","5,263","32,146","11,138","16,438","7,498","10,444","6,163","9,414","6,208","10,273","6,778","9,930","7,986","9,191","8,500","9,218","10,206","9,824","12,779","10,512","16,113","11,706","28,610","6,628","23,305","4,814","12,574","4,536","13,423","3,106","8,677",836,"5,978",12,874,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,426,명일,2,0,"3,967",424,"10,314","2,256","31,736","5,461","26,876","8,627","12,936","6,791","9,443","5,619","8,620","6,070","9,013","6,567","8,304","7,588","8,233","8,054","8,059","9,548","9,013","11,743","8,708","15,639","9,240","29,501","5,340","26,188","4,047","11,533","3,410","11,017","2,185","7,305",741,"5,220",17,663,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,427,고덕,0,0,"2,992","1,321","10,343","5,490","25,396","11,716","22,070","14,180","10,461","7,947","8,418","7,002","8,524","6,423","9,014","7,438","9,218","9,200","9,442","8,781","10,827","9,061","15,198","10,188","14,423","13,330","12,004","21,212","6,047","22,815","4,680","9,722","4,673","9,438","4,532","6,326","1,111","4,234",32,650,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,428,상일동,8,0,"7,318",828,"26,668","6,393","72,483","10,526","53,704","15,909","23,923","7,038","16,181","6,142","13,748","7,075","13,784","8,666","13,639","10,168","12,111","10,822","12,980","13,333","15,493","16,751","17,329","24,714","16,614","42,351","8,253","47,739","5,499","23,586","4,323","18,195","2,678","16,213",936,"9,793",33,"1,562",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,429,둔촌동,0,0,"3,604",483,"7,743","5,021","20,133","9,188","22,773","17,424","10,931","9,335","8,135","6,978","7,741","6,691","8,685","7,511","8,555","8,036","8,587","8,596","9,275","9,568","10,677","11,760","12,973","15,583","16,863","23,608","8,551","16,878","6,194","8,922","5,479","7,827","3,383","5,726","1,124","3,614",0,2,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,430,올림픽공원(한국체대),0,0,786,823,"4,627","3,569","9,528","5,651","9,523","7,562","5,530","3,807","3,994","3,000","3,686","3,100","4,123","4,027","4,415","4,501","4,498","4,382","5,742","4,279","7,190","4,741","8,426","5,439","8,748","7,391","4,657","6,826","2,693","3,740","1,971","2,833","1,511","2,577",458,"1,445",0,84,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,431,방이,0,0,"1,813",778,"6,180","3,523","15,977","6,909","14,201","20,340","8,080","9,875","6,028","5,595","5,870","5,278","6,649","6,516","6,765","7,438","6,790","6,861","7,507","7,754","8,116","9,503","10,226","12,413","16,001","16,618","8,029","13,113","6,043","7,173","6,950","5,200","6,425","4,769","1,136","2,305",1,446,0,1,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,432,오금,0,0,"1,077",304,"2,226","2,551","7,787","7,438","7,031","16,890","4,290","6,010","3,209","2,761","3,320","2,523","3,813","2,702","4,174","3,018","4,376","2,968","4,404","3,188","5,695","3,835","7,681","4,757","12,687","6,710","4,360","5,698","3,045","3,284","2,451","2,832","1,627","2,446",495,"1,624",4,246,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,433,개롱,0,0,"3,145",831,"6,899","3,080","20,772","6,422","16,617","13,636","9,535","6,459","6,498","4,309","5,832","4,318","6,754","4,776","6,742","5,511","5,861","5,966","6,466","7,433","7,806","9,204","9,736","11,502","10,915","17,598","5,288","16,071","3,534","8,291","3,302","7,477","1,879","6,324",481,"3,992",0,641,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,5호선,434,거여,0,0,"4,328",565,"9,147","8,326","27,524","7,129","24,632","14,849","12,099","7,157","8,175","4,954","7,107","5,070","7,731","5,547","7,657","6,279","7,581","6,895","8,223","8,504","10,758","10,122","13,039","13,128","12,489","18,880","5,453","19,311","3,880","9,365","3,622","8,931","2,023","6,931",602,"4,276",1,615,0,0,0,0,0,0,2020-10-03 09:02:33
