사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-09,장항선,229,신창(순천향대),252,0,458,96,886,436,"1,762","1,429","1,286","3,933","1,289","1,698","1,233","1,636","1,718","1,774","2,023","1,920","2,319","1,444","2,326","1,403","2,826","1,600","2,912","1,650","2,631","1,433","3,873","2,283","1,264","1,805","1,121","1,742",975,"1,465",519,"1,659",228,"1,113",0,4,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,173,신촌,0,0,162,2,285,781,483,"3,035",513,"4,976",437,"1,528",463,"1,099",421,754,526,"1,247",508,852,626,743,780,626,"1,360",479,"2,727",994,"2,639","1,038","1,291",769,946,427,858,183,644,55,320,254,1,26,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,174,효창공원앞,0,0,606,193,"1,499","1,802","3,973","4,166","5,047","13,164","3,585","8,078","2,072","2,849","2,166","2,443","2,472","2,339","2,499","2,375","2,699","2,699","3,056","2,714","3,633","2,959","5,272","3,890","11,024","5,741","5,251","4,577","2,938","3,075","2,250","2,922","1,552","2,297",631,"1,513",39,327,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,176,서강대,7,1,417,95,"1,435","1,117","2,429","2,641","3,044","5,780","2,250","4,272","1,689","2,143","1,691","2,095","2,020","1,860","1,987","2,046","2,212","2,339","2,369","2,040","3,305","2,495","4,033","2,857","5,171","3,473","2,871","2,461","2,544","1,462","2,696","1,601","2,167","1,010",969,726,57,171,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,178,가좌,0,0,"2,090",260,"6,421","2,711","16,225","3,179","18,523","6,934","8,367","5,540","6,243","4,010","5,532","4,200","6,033","4,332","5,465","5,489","5,243","5,514","5,355","6,122","6,396","7,437","6,287","8,945","7,058","13,962","4,350","12,191","2,975","6,512","2,566","4,730","1,894","4,080",678,"2,666",33,447,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,180,수색,1,1,689,337,"1,563","2,237","3,396","4,228","2,882","12,816","2,222","6,845","1,636","2,701","1,754","1,777","1,774","1,652","1,836","2,482","2,020","1,734","2,406","1,999","3,319","1,974","6,509","3,160","10,201","2,410","4,492","2,477","2,488","1,507","1,879","1,021","1,310","1,023",510,563,5,149,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,181,화전,0,0,556,300,"1,088",824,"2,711","1,814","2,916","3,840","1,796","2,070","1,435","1,603","1,403","1,564","1,522","1,574","1,639","1,749","1,857","1,395","1,867","1,572","2,202","1,621","3,161","2,030","3,740","2,274","1,809","2,028","1,263","1,257","1,017","1,185",681,"1,142",311,613,15,196,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,182,강매,0,0,"1,842",268,"4,860","1,054","14,176","1,092","13,191","2,932","5,686","1,185","3,313","1,110","2,813","1,294","2,674","1,577","2,564","1,737","2,292","2,036","2,200","2,366","2,279","3,222","2,430","5,074","2,943","8,809","1,239","8,991",779,"4,927",839,"3,846",441,"3,353",156,"1,803",9,574,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,183,행신,1,0,"3,240",695,"10,306","3,658","33,004","3,801","26,239","8,337","11,171","4,975","7,063","3,496","7,083","4,463","6,796","4,992","6,527","5,833","5,464","5,401","5,604","6,683","7,503","8,842","9,387","13,634","8,127","31,539","4,636","24,228","5,090","11,310","3,569","9,732","3,248","7,986","1,344","4,135",218,"1,378",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,184,능곡,1,0,"2,293",368,"5,499","2,086","13,413","2,533","12,593","4,332","6,524","2,656","4,563","2,500","3,975","2,945","4,009","2,998","4,283","3,234","3,457","3,428","3,388","4,050","3,998","4,609","4,488","6,932","4,403","9,461","2,609","8,413","1,993","5,284","1,391","4,577",927,"3,682",334,"2,083",29,926,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,185,곡산,0,0,157,183,678,489,"1,432","1,274","1,149","2,092",705,801,573,567,548,411,475,520,508,505,606,552,788,561,763,689,"1,211",785,"1,602","1,406",587,940,539,699,359,478,241,360,75,234,9,39,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,186,백마,2,1,"3,038","1,161","12,445","2,291","28,173","5,881","19,489","9,596","8,719","4,482","6,121","3,440","5,825","3,307","6,308","4,101","5,682","4,512","5,519","5,121","5,898","5,309","6,408","6,844","7,481","8,806","9,105","20,359","3,924","19,709","2,821","10,625","2,960","9,553","2,034","6,199",749,"4,677",49,920,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,187,풍산,2,0,"2,778",322,"8,271","1,464","19,047","3,775","14,603","6,330","7,923","4,658","5,475","3,618","5,354","3,583","5,674","4,071","5,250","4,605","5,064","4,407","5,203","5,091","5,964","6,202","5,754","8,481","6,813","15,126","3,842","12,838","3,168","9,053","3,427","7,383","1,905","4,938",625,"3,747",55,754,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,188,일산,11,0,"5,789",934,"17,064","3,990","40,451","5,749","25,609","11,570","12,335","6,343","8,854","5,137","8,745","6,080","9,276","6,834","8,272","7,434","8,216","8,336","8,821","8,631","10,857","11,228","8,566","14,136","9,947","28,032","5,258","29,701","4,095","14,559","3,282","13,515","2,618","9,297",839,"5,646",157,"1,638",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,189,탄현,53,0,"4,584",466,"14,399","2,456","32,752","5,344","19,040","7,682","10,079","4,966","7,446","3,546","7,225","3,878","7,098","5,061","6,455","4,851","6,321","5,493","6,624","6,619","6,915","7,846","7,288","13,032","8,883","21,650","4,660","25,534","3,729","13,536","3,369","9,621","2,328","7,773",995,"3,946",133,"2,320",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,190,야당,16,0,"3,338",312,"10,948","2,268","19,139","4,409","15,371","6,455","7,825","4,810","5,946","3,317","5,524","3,713","5,788","4,102","5,088","4,300","4,995","5,078","5,665","5,656","6,490","6,013","7,245","11,579","7,072","15,650","4,502","15,198","3,588","9,872","3,667","7,523","2,630","6,160","1,111","3,043",187,"1,794",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,191,운정,49,0,"2,765",242,"12,484","3,928","23,791","5,468","18,208","8,520","8,249","4,057","6,167","3,159","5,403","3,490","5,329","3,995","5,199","4,387","4,737","4,650","5,243","5,911","7,296","6,931","7,884","10,053","8,167","16,524","4,040","16,987","2,938","9,122","2,297","8,704","1,477","5,773",528,"2,602",74,"1,397",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,192,금릉,65,2,"2,345",275,"6,271","2,027","14,111","4,367","9,054","8,342","5,763","4,001","4,415","3,276","4,677","2,904","4,554","2,966","4,516","4,094","4,117","3,930","4,299","4,564","4,983","5,939","6,387","7,332","7,380","10,535","3,735","10,958","3,120","5,068","2,381","4,845","1,667","4,273",492,"2,482",56,"1,238",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,193,금촌,127,0,"2,780",249,"8,515","3,694","15,363","9,084","13,708","13,803","8,638","7,343","7,030","6,255","7,218","5,553","7,164","6,429","7,679","7,267","7,162","6,191","7,534","7,668","8,596","9,242","10,556","10,133","13,295","13,240","6,426","12,676","4,684","7,602","3,536","6,989","2,252","4,634",634,"3,253",100,"1,281",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,194,월롱,40,0,352,47,580,"2,691","1,696","8,058","1,873","9,291","1,742","2,163","1,121","1,624","1,438","1,127","1,901","1,758","1,955","1,236","1,575","1,342","2,539","1,236","3,171","1,552","6,958","1,851","9,696","2,158","3,616","1,961","2,983","1,958","2,213","1,546",741,"1,257",239,930,9,370,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,195,파주,126,0,746,6,"1,054",669,"2,310","2,276","2,012","3,429","1,235",971,"1,230","1,045","1,062",927,"1,284","1,088","1,344",853,"1,425",798,"1,445",945,"2,291",984,"3,308","1,035","3,995","1,130",977,"1,091",604,876,737,718,275,606,108,426,8,143,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,196,문산,840,1,"2,606",8,"7,221","2,535","13,240","7,107","11,269","12,063","6,829","4,916","5,958","5,166","5,385","5,051","6,329","6,275","6,519","4,400","6,829","5,224","6,730","8,333","7,298","6,718","9,485","7,724","9,742","11,338","4,288","9,045","3,254","7,537","2,685","5,585","1,245","3,876",259,"3,198",0,"1,632",0,1,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,197,임진강,0,0,1,1,0,0,0,0,2,1,13,87,67,262,0,0,0,0,0,0,0,0,148,119,120,12,310,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,198,서울역,0,0,949,6,876,"4,992","1,837","18,188","2,218","30,547","1,219","10,484",995,"4,351","1,303","3,057","1,903","3,020","2,212","3,539","2,750","2,172","2,830","2,243","5,558","1,931","14,447","4,221","21,395","3,167","9,184","2,344","5,510","2,086","2,929",750,540,79,"1,089",813,0,66,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,199,공덕,7,0,547,87,"1,741","1,436","3,746","5,942","3,780","14,622","2,630","7,576","1,991","2,426","2,357","2,350","2,665","2,139","2,773","1,992","3,004","2,631","3,154","2,371","4,153","2,734","6,908","3,588","13,803","5,016","6,040","3,754","4,422","2,040","3,982","2,068","2,554","1,425","1,097",882,48,272,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,200,홍대입구,8,1,299,46,548,549,"1,092","1,645","1,316","4,713",923,"3,254",829,"2,095",823,"2,086","1,042","2,151","1,344","2,408","1,518","2,561","1,718","2,421","2,219","2,674","3,443","2,913","5,158","3,620","3,298","2,726","3,052","1,353","3,483","1,306","3,326",845,"1,377",733,82,267,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,201,디지털미디어시티,3,0,800,512,"2,047","1,883","7,608","2,094","7,190","3,408","3,232","2,115","2,265","1,482","2,182","1,428","2,283","1,654","2,212","1,935","2,267","1,920","2,519","2,267","3,212","2,488","3,738","4,177","4,191","7,642","2,440","6,141","1,626","3,295","1,394","2,513","1,006","2,336",512,"1,361",33,262,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경의선,203,계양,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,205,신내,11,1,621,627,"1,668","3,202","4,062","2,991","3,803","3,831","1,837","1,187","1,465","1,069","1,474",961,"1,437","1,060","1,409","1,268","1,661","1,489","1,880","1,908","2,845","1,811","2,964","2,731","2,834","3,457","1,356","2,835",701,"1,455",527,"1,183",524,767,211,520,0,73,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,206,갈매,12,0,"1,323",359,"3,702","1,293","14,943","2,315","8,680","4,438","4,675","1,615","2,834","2,230","2,209","1,447","2,754","1,705","2,551","2,043","2,537","2,402","2,491","2,921","3,027","2,594","3,099","4,685","3,857","8,764","2,021","7,277","1,517","4,307","1,945","2,334","1,032","2,677",509,"1,347",10,439,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,207,별내,47,1,894,"1,392","2,238","3,773","8,604","3,642","6,713","5,046","3,831","2,548","2,737","2,026","2,363","2,200","2,612","2,323","2,562","2,214","2,630","2,759","3,258","2,951","4,479","2,678","5,711","4,670","4,732","6,549","2,267","6,288","1,985","3,481","1,624","2,012","1,410","1,831",974,"1,035",21,208,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,208,퇴계원,14,0,"2,383",540,"5,501","1,727","16,162","3,197","11,784","3,861","6,821","2,033","4,419","2,123","3,576","2,371","3,795","2,468","3,623","2,530","3,114","2,918","3,299","3,763","3,276","4,630","3,964","6,918","4,685","11,008","2,490","9,555","1,565","6,292","1,399","3,751",867,"4,095",348,"2,000",18,612,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,209,사릉,54,0,"2,284","1,026","5,415","2,123","15,363","5,333","10,938","6,165","5,277","2,102","3,741","2,381","3,094","2,100","3,239","2,179","3,387","2,133","2,691","2,868","3,030","2,516","2,936","4,510","4,631","5,236","6,490","10,509","3,069","10,136","1,407","4,554","1,322","4,376",678,"3,490",315,"1,853",11,454,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,210,금곡,29,1,"1,410",341,"2,243",975,"4,314","1,777","4,014","3,712","2,518","1,691","2,069","1,252","1,719","1,282","1,791","1,407","1,762","1,494","1,588","1,558","1,842","1,648","1,800","2,026","1,995","2,495","3,254","3,295","1,134","3,350",698,"1,612",560,"1,624",397,"1,110",163,775,14,172,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,211,평내호평,556,7,"4,850",893,"8,179","2,256","23,551","4,301","15,019","8,507","7,666","5,284","6,724","4,483","5,928","3,970","6,746","5,067","5,704","5,382","5,560","5,984","6,100","6,216","6,411","6,887","6,787","12,021","7,693","15,088","4,233","18,848","3,243","7,899","3,452","7,434","2,551","5,099","1,256","4,036",27,"1,505",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,212,천마산,20,1,897,283,"3,081",720,"6,167","1,464","4,635","1,180","3,430","1,343","2,575","1,505","2,032","1,418","2,213","1,718","1,886","1,661","1,869","1,817","1,623","2,250","1,693","2,265","1,618","2,956","1,726","4,372",826,"4,106",512,"2,768",519,"2,184",348,"1,271",152,899,12,216,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,213,마석,33,1,"1,228",436,"5,840","2,912","12,771","5,553","8,232","6,034","5,845","4,262","4,849","3,947","4,209","3,318","5,098","3,420","4,252","4,615","4,214","4,131","4,363","4,768","5,068","4,087","5,547","6,179","6,660","7,393","3,075","10,703","2,453","5,525","2,048","3,973","1,114","2,989",467,"1,576",10,547,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,214,대성리,5,0,185,83,437,364,856,662,763,"1,225",691,849,673,"1,015","1,065",871,919,914,881,"1,006","1,014","1,070","1,213",837,"1,458","1,004","1,481",803,"1,520",728,702,691,403,485,215,370,88,271,71,136,1,3,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,215,청평,10,0,831,118,"1,765",891,"2,417","1,786","3,230","3,174","2,360","2,230","2,401","2,416","3,081","2,161","2,453","2,550","2,463","2,230","2,562","2,708","2,799","2,229","2,873","2,914","3,210","3,140","2,702","2,685","1,410","2,922",872,"1,407",590,"1,594",292,"1,000",121,697,5,165,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,216,상천,0,0,85,104,272,389,470,424,576,939,481,941,369,"1,001",513,952,569,704,758,426,"1,071",430,"1,190",403,"1,290",426,920,389,594,386,291,345,108,173,75,172,19,113,13,58,0,36,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,217,가평,0,0,679,146,"1,218","1,203","2,067","2,154","2,539","4,469","1,961","2,984","1,999","2,159","3,158","2,231","2,298","3,151","2,136","2,316","2,650","2,840","2,711","2,618","3,264","2,158","3,920","2,286","3,409","2,634","1,617","2,150","1,355","1,315",926,"1,299",548,948,215,560,11,215,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,218,굴봉산,1,0,39,6,58,76,171,168,239,415,177,377,175,732,238,383,199,338,350,253,437,211,526,261,478,150,474,173,232,197,97,106,77,74,25,56,8,37,6,30,3,7,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,219,백양리,0,0,20,12,13,83,40,184,114,337,56,110,67,312,141,234,176,145,194,159,274,124,308,119,240,94,350,73,248,97,72,48,67,41,40,31,13,49,10,24,2,5,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,220,강촌,1,0,68,19,161,197,226,325,392,"1,543",362,"1,198",394,"1,472",722,"1,341",748,901,817,942,"1,051",725,"1,413",659,"1,477",567,"1,545",394,"1,380",500,580,432,335,245,322,204,96,117,41,175,8,21,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,221,김유정,9,0,55,4,166,78,303,535,299,668,223,595,238,779,295,"1,015",408,841,603,698,694,634,952,556,918,442,901,472,740,458,329,256,175,197,94,136,38,127,17,88,14,18,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,222,남춘천,488,0,"1,288",16,"2,908",669,"2,687","1,848","2,818","2,910","2,701","2,826","2,537","2,437","2,846","4,372","3,157","4,761","3,641","3,129","4,277","3,457","4,094","3,902","4,114","3,064","4,272","4,522","3,418","2,797","2,577","5,863","2,529","2,724","2,034","1,841","1,257","2,051",417,"1,538",7,636,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경춘선,223,춘천,224,3,300,3,"1,334",433,"1,102","1,108","1,253","2,470","1,296","1,809","1,389","1,989","1,455","2,822","1,584","2,527","2,289","2,723","2,979","2,125","3,577","2,285","3,888","1,516","3,314","1,845","2,868","1,193","1,787","2,062","1,509",975,856,825,432,747,90,496,1,406,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,340,고색,128,7,648,152,"1,634",637,"3,617","2,786","2,969","3,721","1,829",943,"1,673",888,"1,764","1,197","1,824","1,194","1,630","1,337","1,735","1,771","1,733","1,841","2,020","2,357","3,089","2,590","4,394","3,485","1,640","3,350","1,355","2,334",840,"1,927",655,"1,543",235,982,7,682,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,341,오목천,1,0,239,13,"1,348",396,"2,339",888,"2,840","1,915","1,881",952,"2,080",917,"2,030","1,128","2,079","1,255","2,029","1,765","1,861","1,635","1,957","1,975","2,805","2,575","2,430","2,150","2,649","3,854","1,263","2,513",873,"1,594",558,"1,416",460,"1,771",194,"1,074",1,107,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,342,어천,15,13,93,7,150,180,372,393,403,442,431,379,546,352,586,418,603,421,656,526,552,616,627,520,631,703,691,568,858,710,439,433,253,321,117,312,80,233,37,150,1,19,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,343,야목,2,0,65,10,134,110,215,153,243,185,210,146,257,183,274,210,322,267,294,226,303,269,325,300,326,314,322,323,288,318,134,254,89,148,52,185,29,140,23,104,0,13,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,344,사리,7,7,871,47,"2,831",400,"5,704",821,"5,322","1,318","3,220",876,"3,127","1,098","3,205","1,299","3,313","1,754","3,522","2,167","2,940","2,191","2,890","3,149","2,763","3,953","2,793","4,055","2,495","7,486","1,709","5,372","1,117","3,592",899,"3,490",704,"2,860",293,"2,004",7,218,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,345,달월,0,0,5,66,36,147,116,121,86,309,78,88,75,104,98,101,90,74,99,120,107,80,140,55,173,80,513,64,301,91,104,55,30,24,20,21,11,19,12,18,0,1,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,346,월곶,5,0,"1,023",355,"3,148","1,372","8,227","2,079","6,314","2,737","3,328","2,423","2,424","1,939","2,487","2,397","2,698","2,507","3,075","2,620","3,009","2,647","2,918","2,950","3,476","3,264","3,797","4,816","3,727","7,181","2,748","4,870","1,948","3,231","2,025","3,344","1,233","2,318",604,"1,359",2,252,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,347,소래포구,13,1,"1,992",358,"5,103","2,052","12,530","3,311","9,058","5,966","4,932","5,158","4,838","6,457","5,854","11,155","7,945","13,589","10,306","11,915","12,464","11,091","13,530","10,314","12,698","9,170","10,522","9,674","9,282","12,470","5,690","8,980","4,539","5,512","4,135","5,122","3,051","3,381","1,490","2,374",37,512,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,348,인천논현,4,0,"1,693",599,"5,030","3,580","11,348","7,008","10,507","12,021","5,586","7,105","5,109","5,186","5,381","5,252","5,835","5,509","5,631","6,434","6,062","6,244","6,349","6,597","7,038","7,547","9,250","10,528","11,014","14,314","6,470","9,502","5,752","6,191","5,734","5,286","3,476","3,721","1,792","2,345",35,586,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,349,호구포,2,0,"1,226",711,"2,749","4,261","5,452","15,133","6,014","15,315","3,308","3,094","2,766","1,782","2,893","2,004","3,337","2,219","3,039","2,402","3,295","2,606","3,565","2,843","4,157","3,549","10,354","4,566","13,031","5,759","4,067","4,847","4,751","3,025","3,378","2,837","1,264","1,836",605,"1,467",23,282,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,350,남동인더스파크,0,0,345,742,648,"3,095",890,"15,202","1,740","17,157","1,322","3,279","1,252","1,401","1,377","1,280","1,611","1,367","1,679","1,224","1,977","1,596","2,829","1,013","2,810","1,106","10,038","1,083","11,668","1,283","3,972","2,023","3,347","1,030","2,116",605,498,348,301,254,6,41,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,351,원인재,40,18,"2,418",581,"5,446","1,961","11,699","4,240","12,380","6,305","6,529","3,403","4,924","3,352","4,593","3,726","4,924","4,293","5,201","4,494","4,738","4,859","4,794","5,413","5,186","6,482","5,813","8,679","6,256","13,086","3,883","9,236","3,133","6,674","3,024","6,649","1,980","4,449","1,165","2,980",86,557,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,352,연수,1,0,"1,877",803,"5,140","2,125","12,172","3,927","10,315","8,550","5,068","4,874","4,351","3,686","4,876","3,662","4,863","4,464","5,028","4,717","4,976","4,738","5,265","5,117","5,913","6,219","6,400","8,869","7,747","12,811","4,775","8,543","3,683","6,002","4,076","5,333","2,865","3,352","1,800","2,359",69,572,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,353,송도,1,0,"1,605",240,"3,175",975,"7,898","1,791","7,864","2,493","3,223","2,052","2,593","2,119","2,821","2,460","3,267","2,609","3,417","2,492","3,094","2,722","3,144","2,987","3,054","4,062","3,413","4,884","3,178","6,872","2,120","4,791","1,362","2,950","1,201","2,894",759,"2,158",361,"1,342",7,371,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,354,인하대,11,2,"2,386",358,"7,409","2,269","18,421","3,702","13,275","8,283","5,869","4,591","4,959","3,430","5,098","3,578","5,741","4,742","5,694","4,752","5,641","5,176","6,218","5,673","7,281","7,158","7,658","10,800","9,302","16,814","4,845","9,657","3,690","7,056","3,526","6,795","2,593","4,752","1,423","2,696",31,830,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,355,숭의,9,1,"2,741",642,"4,458","2,313","9,921","7,172","7,758","9,582","4,748","3,826","4,070","3,068","4,054","2,942","4,377","3,275","4,361","4,016","4,207","3,822","4,604","3,719","5,159","4,790","7,891","5,852","8,232","8,531","3,539","4,875","2,091","3,528","1,739","3,976","1,170","2,475",707,"1,356",5,387,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,356,신포,4,0,"1,012",195,"1,080",812,"2,374","2,516","2,196","6,701","1,351","2,266","1,183","1,844","1,432","2,156","1,688","2,142","2,109","2,260","2,022","1,983","2,574","2,187","3,406","2,449","3,703","2,733","5,601","3,423","2,236","1,904","1,878","1,245","1,437","1,086",761,996,400,468,2,150,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,수인선,357,인천,58,3,544,132,819,972,"1,758","2,247","1,428","3,241","1,121","1,239","1,017","1,775","1,271","2,643","1,428","3,177","1,743","3,185","1,804","3,324","1,942","3,946","2,781","3,304","3,041","2,964","1,929","3,275","1,325","2,485",995,"1,593",816,"1,399",404,"1,153",105,676,1,167,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,238,판교,12,1,608,18,"1,304","5,208","3,612","9,313","2,712","20,480","1,521","14,449","1,430","5,828","2,045","4,136","2,278","3,032","2,450","3,203","3,143","2,648","5,332","2,672","5,465","3,052","10,241","4,167","17,141","3,699","11,561","3,002","10,354","1,255","6,777","1,031","2,651",665,932,432,1,137,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,239,이매,11,0,509,23,"1,306",685,"3,441","1,427","2,539","2,220","1,214","1,123",921,585,889,707,918,747,927,818,980,844,"1,120",924,"1,261","1,182","1,772","1,765","1,881","2,126",976,"1,966",857,868,793,763,651,500,265,205,10,54,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,240,삼동,0,0,834,93,"2,852",678,"9,238","1,807","10,914","1,944","4,643",975,"2,610",755,"1,739","1,055","1,922","1,170","2,017","1,322","1,543","1,786","1,525","1,881","1,604","2,918","2,412","4,408","2,607","7,169","1,280","6,728",784,"3,839",569,"3,503",266,"2,164",80,821,1,27,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,241,경기광주,0,0,"1,887",312,"10,149","2,192","28,026","3,993","27,538","6,978","13,217","3,371","7,915","2,923","6,937","3,543","7,031","4,065","6,567","5,014","5,732","5,119","5,585","6,883","6,825","8,853","7,766","13,546","7,009","24,581","3,942","22,393","2,640","12,641","2,330","10,532","1,150","5,598",376,"3,843",0,46,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,242,초월,1,0,"1,139",87,"3,974",799,"10,175","3,226","10,747","4,690","5,357","1,575","3,071","1,395","2,966","1,488","2,764","1,666","2,678","1,928","2,416","2,053","2,397","2,589","3,296","3,523","4,148","4,251","4,523","9,181","2,080","7,613","1,314","6,887","1,111","3,911",450,"3,272",166,"2,245",1,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,243,곤지암,0,0,611,111,"1,672","1,308","5,294","4,374","4,627","4,371","2,917","2,163","1,959","1,564","2,076","1,614","2,229","2,015","2,209","1,988","2,272","1,920","2,471","2,318","2,983","2,646","5,191","3,538","5,095","4,646","2,108","5,099","1,307","2,669",785,"2,713",342,"1,749",115,"1,167",0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,244,신둔도예촌,0,0,481,123,"1,378",390,"3,609","1,476","2,549","2,637","1,485","1,027","1,276",618,"1,073",775,"1,169","1,038","1,103",954,995,854,978,964,"1,436","1,334","2,573","1,734","2,530","2,196",961,"2,870",665,"1,639",621,"1,550",198,"1,130",78,729,0,0,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,경강선,245,이천,10,0,617,36,"1,715","1,031","4,921","4,155","4,082","5,596","2,949","3,614","2,659","2,142","2,712","2,843","2,761","2,756","2,856","2,769","2,691","2,640","3,025","2,949","3,808","3,233","4,457","4,079","5,684","5,420","3,108","4,446","2,426","3,870","1,940","2,152",785,"2,430",310,963,0,247,0,0,0,0,0,0,2020-10-03 09:02:33
